Chembl_id,SMILES,pIC50,MW,LogP,HBD,HBA,TPSA,RotBonds,ArRings,Rings,HeavyAtoms
CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,7.387216143280264,383.814,4.450340000000002,3,4,82.69999999999999,3,3,4,27
CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,6.769551078621726,482.9030000000001,3.614320000000001,3,6,112.24,4,3,5,34
CHEMBL137635,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,5.031517051446065,369.43200000000013,4.772000000000004,1,6,78.66000000000001,6,4,4,28
CHEMBL306988,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,3.3010299956639813,283.287,2.3105600000000006,2,4,113.98,5,1,1,21
CHEMBL77085,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],4.017728766960432,215.16799999999998,1.73096,1,5,110.95000000000002,2,1,1,16
CHEMBL443268,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,5.274905478918531,539.9990000000001,3.228220000000002,3,7,115.48,7,3,5,38
CHEMBL76979,COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O,3.5783960731301687,249.22199999999998,1.40098,2,5,99.78,4,1,1,18
CHEMBL76589,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,6.903089986991944,236.234,1.55914,2,5,117.61999999999999,2,1,1,18
CHEMBL420385,N#CC(C#N)=Cc1ccc(N2CCOCC2)cc1,3.204119982655925,239.2779999999999,1.95376,0,4,60.05,2,1,2,18
CHEMBL76904,N#CC(C#N)=Cc1ccc(O)c(O)c1,4.455931955649724,186.17,1.52836,2,4,88.04,1,1,1,14
CHEMBL1009,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,3.0457574905606752,197.18999999999997,0.052200000000000135,4,4,103.78000000000002,3,1,1,14
CHEMBL304271,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,9.346787486224656,542.0150000000001,3.57442,5,7,135.27,10,3,4,38
CHEMBL296407,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,5.0,204.18499999999997,0.4900799999999999,3,4,107.34,2,1,1,15
CHEMBL309625,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1,4.221848749616356,281.231,1.4673399999999999,2,7,160.76,3,1,1,21
CHEMBL77825,COc1ccc(NN=C(C#N)C#N)cc1,3.221848749616356,200.20100000000002,1.5102599999999997,1,5,81.19999999999999,3,1,1,15
CHEMBL421877,COc1cc(C=C(C#N)C#N)cc(OC)c1O,3.070581074285707,230.22299999999998,1.83996,1,5,86.27,3,1,1,17
CHEMBL310798,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,5.522878745280337,202.16899999999998,1.2339599999999997,3,5,108.27000000000001,1,1,1,15
CHEMBL135592,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,5.096910013008056,292.34600000000006,3.806600000000002,1,5,65.77,4,3,3,22
CHEMBL76602,N#C/C(=C\c1ccc(O)cc1)C(=O)O,3.7825160557860937,189.17,1.3837799999999998,2,3,81.32,2,1,1,14
CHEMBL77737,N#CC(C#N)=Cc1ccncc1,3.6020599913279625,155.15999999999997,1.51216,0,3,60.47,1,1,1,12
CHEMBL308134,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,3.903089986991944,215.16799999999998,1.7309600000000003,1,5,110.95000000000002,2,1,1,16
CHEMBL136491,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.853871964321762,326.791,4.587100000000003,1,5,65.77,4,3,3,23
CHEMBL76557,N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1,3.204119982655925,227.223,0.93896,2,4,96.91000000000001,3,1,1,17
CHEMBL336113,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,6.0,250.30500000000004,3.2640200000000004,2,4,63.83,2,3,3,19
CHEMBL133024,C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.0,312.76400000000007,4.435700000000002,2,5,74.56,4,3,3,22
CHEMBL344652,CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,4.874518734299406,306.373,3.958000000000003,0,5,56.980000000000004,4,3,3,23
CHEMBL77814,N#CC(C#N)=CNc1ccc(O)cc1,3.4559319556497243,185.186,1.7351599999999998,2,4,79.84,2,1,1,14
CHEMBL47986,O=CN/C=C/c1cc(O)ccc1O,4.853871964321762,179.17499999999998,0.8144999999999998,3,3,69.56,3,1,1,13
CHEMBL138125,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,6.623423042943488,434.30100000000016,5.510200000000003,2,6,87.45,6,4,4,28
CHEMBL137364,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,7.1938200260161125,456.34800000000035,4.247200000000003,2,7,87.03,7,3,4,29
CHEMBL78174,N#CC(C#N)=Cc1ccc(C(=O)O)cc1,3.3665315444204134,198.18099999999998,1.81536,1,3,84.88000000000001,2,1,1,15
CHEMBL302552,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1,7.657577319177793,511.9450000000004,2.895500000000001,4,7,124.26999999999998,7,3,5,36
CHEMBL309598,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,4.8696662315049934,218.16799999999998,1.1196599999999999,4,6,128.5,1,1,1,16
CHEMBL78302,COc1ccc(C=C(C#N)C#N)cc1O,3.6020599913279625,200.19699999999997,1.8313599999999997,1,4,77.03999999999999,2,1,1,15
CHEMBL67057,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,8.346787486224656,559.6300000000002,4.824820000000003,3,7,117.16999999999999,6,5,7,42
CHEMBL332096,Nc1ccc2ncnc(NCc3ccccc3)c2c1,6.294136287716081,250.30500000000004,2.8241000000000014,2,4,63.83,3,3,3,19
CHEMBL77387,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,3.3467874862246565,215.16799999999995,1.7309599999999998,1,5,110.95,2,1,1,16
CHEMBL432903,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C,6.698970004336019,526.0160000000002,4.5219400000000025,4,6,115.04,9,3,4,37
CHEMBL69964,Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,6.6777807052660805,495.94600000000037,3.5295200000000015,3,6,106.24999999999997,4,3,5,35
CHEMBL65848,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,5.85078088734462,470.53300000000024,3.3105200000000012,3,6,112.24,4,3,6,35
CHEMBL78184,N#C/C(=C\c1ccc(F)cc1)C(=O)O,3.0793549985932125,191.161,1.8172799999999998,1,2,61.09,2,1,1,14
CHEMBL76985,N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,4.327902142064283,201.18099999999998,1.49068,1,3,78.16,3,1,1,15
CHEMBL69629,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.187086643357144,525.9720000000001,3.203920000000001,4,7,124.27000000000001,7,3,5,37
CHEMBL136492,CN(c1ccccc1)c1ncnc2ccc(N)cc12,5.075720713938118,250.30499999999998,2.9799000000000007,1,4,55.040000000000006,2,3,3,19
CHEMBL305695,N#CC(C#N)=Cc1ccc(O)cc1,3.2518119729937998,170.171,1.82276,1,3,67.81,1,1,1,13
CHEMBL68258,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(N3CCCCC3)c21,4.698970004336019,422.48900000000026,2.0685199999999995,2,6,103.44999999999999,3,2,5,31
CHEMBL66570,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,7.886056647693163,509.97300000000024,3.919620000000001,3,6,106.25,5,3,5,36
CHEMBL308048,N#C/C(=C\c1ccc(O)cc1)C(N)=O,3.096910013008056,188.18599999999998,0.7844799999999998,2,3,87.10999999999999,2,1,1,14
CHEMBL311119,N#CC(C#N)=Cc1ccc(C=O)cc1,4.221848749616356,182.182,1.9296599999999997,0,3,64.65,2,1,1,14
CHEMBL76905,N#CC(C#N)=Cc1cc(O)cc(O)c1,4.431798275933005,186.17,1.52836,2,4,88.04,1,1,1,14
CHEMBL77524,COc1ccc(/C=C(\C#N)C(=O)O)cc1,3.0793549985932125,203.19699999999997,1.68678,1,3,70.32,3,1,1,15
CHEMBL305194,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,7.5376020021010435,413.7960000000001,3.8401200000000006,4,5,120.0,4,3,4,29
CHEMBL307250,COc1cc(/C=C(\C#N)C(=O)O)ccc1O,3.4881166390211256,219.196,1.39238,2,4,90.55,3,1,1,16
CHEMBL80155,COc1cc(C=C(C#N)C#N)cc(O)c1O,5.221848749616356,216.196,1.53696,2,5,97.27,2,1,1,16
CHEMBL343352,Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.698970004336019,270.72300000000007,3.609000000000001,2,4,63.83,2,3,3,19
CHEMBL52765,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.356547323513812,315.17400000000004,3.7181000000000015,2,4,63.83,2,3,3,19
CHEMBL311564,COc1ccc(C(O)=C(C#N)C#N)cc1,3.3467874862246565,200.197,2.0114600000000005,1,4,77.03999999999999,2,1,1,15
CHEMBL76642,N#C/C(=C/c1cc(O)ccc1O)C(=O)O,4.1249387366083,205.16899999999998,1.0893799999999998,3,4,101.55,2,1,1,15
CHEMBL308645,Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.327902142064282,441.8500000000001,4.1591200000000015,4,5,120.0,6,3,4,31
CHEMBL67003,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,8.744727494896694,560.6180000000002,4.219820000000002,3,8,130.06,6,5,7,42
CHEMBL307248,N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1,3.193820026016113,269.25999999999993,1.9204599999999998,2,4,113.98,5,1,1,20
CHEMBL310958,N#CC(C#N)=NNc1ccc(O)cc1,3.647817481888637,186.174,1.20726,2,5,92.2,2,1,1,14
CHEMBL78005,N#CC(C#N)=Cc1ccc2c(c1)OCO2,3.4559319556497243,198.18099999999995,1.84586,0,4,66.04,1,1,2,15
CHEMBL134312,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.958607314841775,371.242,4.696200000000003,1,5,65.77,4,3,3,23
CHEMBL77243,CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O,4.259637310505756,300.402,3.4696800000000017,2,3,87.11,8,1,1,22
CHEMBL80745,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O,5.920818753952375,282.259,1.27334,3,7,147.07999999999998,3,1,1,21
CHEMBL77778,N#CC(C#N)=Cc1ccc(/C=C/C(=O)O)cc1,3.3467874862246565,224.219,2.2149599999999996,1,3,84.88000000000001,3,1,1,17
CHEMBL305246,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.55284196865778,495.9460000000001,3.5295200000000007,3,6,106.25,4,3,5,35
CHEMBL69966,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,7.744727494896693,497.5590000000004,2.3927199999999997,4,7,124.27000000000001,7,3,5,37
CHEMBL47940,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,5.494850021680094,370.4560000000002,5.587900000000003,1,5,65.96000000000001,4,4,5,28
CHEMBL77869,COc1cc(C=C(C#N)C#N)ccc1O,3.6989700043360183,200.197,1.8313599999999997,1,4,77.03999999999999,2,1,1,15
CHEMBL69358,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,8.920818753952375,511.9890000000001,4.213520000000002,4,6,115.04000000000002,9,3,4,36
CHEMBL137189,C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,6.698970004336019,292.34600000000006,4.090720000000002,2,5,74.56,4,3,3,22
CHEMBL137617,C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.4089353929735005,357.2150000000001,4.544800000000002,2,5,74.56,4,3,3,22
CHEMBL137027,CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1,6.31695296176115,306.373,3.802200000000002,1,5,65.77,5,3,3,23
CHEMBL78257,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1,6.096910013008056,268.23199999999997,0.9703399999999998,4,7,158.07999999999998,2,1,1,20
CHEMBL76082,N#CC(C#N)=Cc1cc2c(cc1[N+](=O)[O-])OCO2,3.2518119729937998,243.17799999999994,1.7540600000000002,0,6,109.18,2,1,2,18
CHEMBL77595,N#C/C(=C\c1ccccc1)C(=O)O,3.070581074285707,173.17099999999996,1.6781799999999996,1,2,61.09,2,1,1,13
CHEMBL309334,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c(O)c1,5.6020599913279625,252.233,1.2647399999999998,3,6,137.85,2,1,1,19
CHEMBL310514,N#CC(C#N)=Cc1ccc[nH]1,3.585026652029182,143.14899999999997,1.4452599999999998,1,2,63.37,1,1,1,11
CHEMBL304971,Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,6.3872161432802645,495.9460000000002,3.5295200000000007,3,6,106.25,4,3,5,35
CHEMBL69071,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.229147988357855,509.97300000000024,3.9643200000000016,4,6,115.04,4,3,5,36
CHEMBL137534,CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.42021640338319,414.3110000000001,4.476600000000003,2,6,77.80000000000001,7,3,3,26
CHEMBL137788,C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1,6.474955192963154,292.34600000000006,3.650800000000002,2,5,74.56,5,3,3,22
CHEMBL69709,Cc1cc(C)c(/C=C2\C(=O)N(C)c3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,4.698970004336019,397.84100000000007,4.4746400000000035,2,4,73.91,3,3,4,28
CHEMBL424093,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1,7.602059991327962,433.31300000000016,6.115200000000003,2,5,74.56,6,4,4,28
CHEMBL77030,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,5.619788758288394,220.253,1.2908799999999998,3,4,90.27,2,1,1,15
CHEMBL78150,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,3.337242168318426,282.387,4.417760000000005,1,3,67.81,1,1,1,21
CHEMBL69106,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc[nH]1,4.698970004336019,355.76000000000005,3.8335000000000017,3,4,82.69999999999999,3,3,4,25
CHEMBL264382,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,8.958607314841775,602.6990000000002,4.4144200000000025,4,8,129.20000000000002,9,5,7,45
CHEMBL307179,COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O,3.795880017344075,245.194,1.73956,1,6,120.17999999999999,3,1,1,18
CHEMBL305782,Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O,6.7447274948966935,455.8770000000003,4.467540000000002,4,5,120.00000000000001,6,3,4,32
CHEMBL308672,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,6.346787486224656,511.9890000000001,4.213520000000002,4,6,115.04000000000002,9,3,4,36
CHEMBL133023,Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1,7.619788758288394,306.3730000000001,4.2421200000000026,1,5,65.77,4,3,3,23
CHEMBL310400,N#CC(C#N)=Cc1cccc(O)c1,3.425968732272281,170.17099999999996,1.8227599999999997,1,3,67.81,1,1,1,13
CHEMBL136674,COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.1487416512809245,401.2680000000001,4.561400000000003,2,6,83.79,7,3,3,25
CHEMBL73820,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O,4.6020599913279625,205.16899999999998,1.0893799999999998,3,4,101.55,2,1,1,15
CHEMBL79064,N#CC(C#N)=C(O)c1ccc(O)cc1,3.638272163982407,186.17,1.7084599999999999,2,4,88.04,1,1,1,14
CHEMBL77803,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,6.301029995663981,331.129,2.027240000000001,3,6,137.85,2,1,1,20
CHEMBL77298,COc1cc(C=C(C#N)C#N)cc(Br)c1O,3.815308569182401,279.093,2.5938600000000007,1,4,77.03999999999999,2,1,1,16
CHEMBL432941,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)c1,5.051587034221399,442.5150000000003,5.079000000000003,3,3,91.42,6,3,5,33
CHEMBL420609,COc1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2,4.0,366.4170000000002,3.4120000000000017,3,3,91.42,5,2,4,27
CHEMBL419682,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2cc3c([nH]2)CCCC3)c1,4.0,370.45200000000017,5.061800000000003,2,2,54.12,3,3,5,28
CHEMBL322395,COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl,5.522878745280337,519.4320000000004,6.664680000000005,1,6,70.41,6,4,5,36
CHEMBL88462,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1cc2c([nH]1)CCCC2,4.0,370.4520000000002,5.061800000000003,2,2,54.12,3,3,5,28
CHEMBL431996,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,4.247951552180561,380.4000000000002,3.101600000000002,4,3,119.49000000000001,5,2,4,28
CHEMBL91250,COc1ccc2c(c1)NC(=O)/C2=C\c1cc2c([nH]1)CCCC2,4.0,294.3540000000001,3.394800000000002,2,2,54.12,2,2,4,22
CHEMBL88771,O=C(O)CCc1c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)[nH]c2c1CCCC2,4.0,412.48900000000026,5.070400000000004,3,2,82.19,5,3,5,31
CHEMBL91815,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)cc1,4.0,442.5150000000004,5.079000000000003,3,3,91.42,6,3,5,33
CHEMBL328029,O=C1Nc2ccccc2/C1=C/c1cc2c([nH]1)CCCC2,4.0,264.328,3.3862000000000023,2,1,44.89,1,2,4,20
CHEMBL314995,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(Br)cc32)[nH]c2c1CCCC2,4.0,415.2870000000002,4.165900000000002,3,2,82.19,4,2,4,26
CHEMBL88483,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,4.0,343.4080000000002,2.0336000000000003,3,3,105.05000000000001,2,2,4,24
CHEMBL313746,O=C1Nc2cc(-c3ccccc3)ccc2/C1=C/c1cc2c([nH]1)CCCC2,4.0,340.4260000000002,5.053200000000004,2,1,44.89,2,3,5,26
CHEMBL89363,Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O,4.0,296.326,2.8330200000000003,3,2,82.19,4,2,3,22
CHEMBL276711,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,4.0,238.29000000000002,3.1242400000000004,2,1,44.89,1,2,3,18
CHEMBL313500,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2cc3c([nH]2)CCCC3)cc1,4.0,370.45200000000017,5.061800000000003,2,2,54.12,3,3,5,28
CHEMBL89010,O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1cc2c([nH]1)CCCC2,4.0,308.33700000000016,3.0844000000000014,3,2,82.19,2,2,4,23
CHEMBL86531,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,4.536107011014093,415.4710000000003,2.0508,4,4,142.35000000000002,5,2,4,29
CHEMBL315753,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c2c1CCCC2,4.0,336.39100000000025,3.403400000000002,3,2,82.19,4,2,4,25
CHEMBL88606,O=C1Nc2ccc(Br)cc2/C1=C/c1cc2c([nH]1)CCCC2,4.0,343.22400000000016,4.1487000000000025,2,1,44.89,1,2,4,21
CHEMBL313821,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2,4.0,442.5150000000004,5.079000000000003,3,3,91.42,6,3,5,33
CHEMBL266969,O=C1NC(=O)c2cc(NC3CCCCC3)c(NC3CCCCC3)cc21,4.301029995663981,341.45500000000015,4.059400000000003,3,4,70.23,4,1,4,25
CHEMBL138691,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.3767507096021,441.3330000000001,3.6115000000000013,1,6,74.25,7,3,3,28
CHEMBL52829,Cc1cccc(Nc2ncnc3cnc(N(C)C)nc23)c1,8.397940008672037,280.33500000000004,2.53782,1,6,66.83000000000001,3,3,3,21
CHEMBL52823,Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1,6.42021640338319,271.71100000000007,3.1252200000000014,1,5,63.59,2,3,3,19
CHEMBL8000,O=C1c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C(=O)N1c1ccccc1,4.0,405.45700000000016,5.974400000000004,2,4,61.440000000000005,5,4,5,31
CHEMBL139307,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.481486060122112,496.40900000000005,4.377200000000003,1,6,70.59,8,3,4,32
CHEMBL322298,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,6.698970004336019,411.2920000000001,5.528800000000003,1,5,59.81,4,4,4,28
CHEMBL111434,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,6.173925197299173,476.1610000000001,5.8084000000000024,1,5,59.81,3,4,4,28
CHEMBL111197,COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,7.522878745280337,427.2910000000001,5.054500000000003,1,6,69.03999999999999,4,4,4,29
CHEMBL291667,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(Cl)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(Cl)c21,4.0,631.6100000000001,9.280799999999996,2,6,68.06,7,6,6,42
CHEMBL8091,COC(=O)c1cc(Nc2ccc(F)cc2)c(Nc2ccc(F)cc2)cc1C(=O)OC,4.0,412.39200000000017,5.0252000000000026,2,6,76.66000000000001,6,3,3,30
CHEMBL136058,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,9.09151498112135,540.4220000000001,2.8641000000000005,3,8,121.37,9,3,4,35
CHEMBL113128,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NC3CCCCC3)nc21,4.301029995663981,403.3130000000003,5.0469000000000035,1,5,59.81,3,3,4,27
CHEMBL51854,COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,8.42021640338319,332.16100000000006,2.9345,1,6,72.82000000000001,3,3,3,20
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,6.288192770958809,446.9100000000004,4.275600000000003,1,7,68.74000000000001,8,3,4,31
CHEMBL95320,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,6.070581074285707,417.46500000000026,3.8817800000000027,1,7,85.63000000000001,10,3,3,31
CHEMBL8271,O=C1NC(=O)c2cc(Sc3ccccc3)c(Sc3ccccc3)cc21,4.0,363.4630000000001,4.872600000000003,1,4,46.17,4,3,4,25
CHEMBL298931,Cc1cccc(Nc2ncnc3cnc(N)nc23)c1,7.769551078621726,252.28100000000003,2.0540199999999995,2,6,89.61,2,3,3,19
CHEMBL292323,COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12,5.187086643357144,622.7719999999999,7.991200000000005,2,8,86.52000000000001,9,6,6,44
CHEMBL334334,COC(=O)c1cccc(NCc2cc(O)ccc2O)c1,5.045757490560675,273.28799999999995,2.4965,3,5,78.79,4,2,2,20
CHEMBL316764,O=C(O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O,4.0,273.244,2.2521999999999998,4,5,110.35000000000001,3,2,2,20
CHEMBL545315,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,8.823908740944319,558.8690000000005,5.235100000000005,2,7,88.61,9,3,4,36
CHEMBL111365,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,5.886056647693163,428.2790000000001,4.449500000000002,1,7,81.92999999999999,4,4,4,29
CHEMBL52591,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,8.366531544420413,266.308,2.5135200000000006,2,6,75.62,3,3,3,20
CHEMBL64459,Cc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(C)cc4n3C)n(C)c2c1,4.0,590.7740000000001,8.590840000000002,2,6,68.06,7,6,6,42
CHEMBL129989,COC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1OC,4.0,301.29800000000006,2.6436,2,6,88.35000000000001,4,2,2,22
CHEMBL132907,COC(=O)c1cc(NCc2ccccc2O)ccc1O,4.698970004336019,273.28800000000007,2.4965000000000006,3,5,78.79,4,2,2,20
CHEMBL268368,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,4.0,325.32700000000006,3.839200000000001,3,2,77.75,0,5,6,25
CHEMBL422292,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.823908740944319,442.2730000000001,3.588700000000001,2,7,106.10000000000001,6,3,3,28
